1грамма	частота*100000
 	16094,4944
о	9538,1584
а	7036,4969
е	6617,8153
и	5577,9596
н	5466,0518
т	4765,6550
с	4377,9465
л	4245,4937
в	3863,6997
р	3824,1662
к	3008,2818
д	2550,5336
м	2480,9609
у	2405,3180
п	2155,1986
я	1941,9667
г	1739,6298
ь	1633,9478
ы	1592,7022
з	1494,4910
б	1449,0430
ч	1143,8257
й	966,5475
ж	849,8147
ш	792,2265
х	715,9611
ю	543,9748
ц	339,1477
э	253,5436
щ	235,6446
ф	188,1733
ё	67,0824
ъ	44,0472
