1грамма	частота*100000
о	11367,7384
а	8386,2160
е	7887,2241
и	6647,9066
н	6514,5329
т	5679,7882
с	5217,7107
л	5059,8512
в	4604,8226
р	4557,7059
к	3585,3211
д	3039,7691
м	2956,8511
у	2866,6987
п	2568,6021
я	2314,4687
г	2073,3203
ь	1947,3666
ы	1898,2094
з	1781,1596
б	1726,9940
ч	1363,2308
й	1151,9476
ж	1012,8235
ш	944,1890
х	853,2946
ю	648,3184
ц	404,2019
э	302,1776
щ	280,8452
ф	224,2681
ё	79,9500
ъ	52,4962
